"","t.1","t.2","t.3","tw.1","tw.2","tw.3","L"
"1",0.786868359065144,0.066103803711545,0.147027837223311,0.391697708121705,0.317325912674002,0.433184901043029,-9842.43296511427
"2",0.313767062662144,0.669223590206468,0.0170093471313882,0.524296451656118,0.542626466254408,0.52796125204824,-9842.43296511427
"3",0.273920454660809,0.228866794046599,0.497212751292593,0.1245284350016,0.120052485209787,0.163593285952105,-9842.43296511427
"4",0.284999220551163,0.0943680908018481,0.620632688646989,0.370672869393663,0.333159965412238,0.493714341970666,-9842.43296511427
"5",0.274871079606255,0.223334434830019,0.501794485563726,0.83184483763298,0.800251047142318,1.09326892142385,-9842.43296511427
"6",0.0419200713154466,0.878850197683874,0.079229731000679,0.229996878714375,0.28301374319168,0.303073370438163,-9842.43296511427
"7",0.138525715258457,0.0548160262207545,0.806658258520789,0.632602071670933,0.576306584082954,0.907744956625088,-9842.43296511427
"8",0.0390134761806728,0.949233169308506,0.0117533545108211,0.369597111244592,0.459950492325064,0.423799511938344,-9842.43296511427
"9",0.625770367085569,0.316162402236383,0.0580672306780476,0.0989670647659595,0.0918437686966679,0.103799027473,-9842.43296511427
"10",0.0850910877260775,0.80129424200006,0.113614670273862,0.234447404783822,0.271524704785583,0.300914294658473,-9842.43296511427
"11",0.01839350238987,0.00160739949542925,0.979999098114701,0.375102109169047,0.304790623740383,0.63648344932541,-9842.43296511427
"12",0.0331607576970558,0.96322051607896,0.00361872622398437,0.351622405474238,0.443491956170588,0.37334598457938,-9842.43296511427
"13",0.0141884857320031,0.912389987707937,0.0734215265600599,0.338126080114461,0.452923270734388,0.480871710544099,-9842.43296511427
"14",0.0389141761234488,0.188304029266441,0.77278179461011,0.126084955112654,0.138844977614415,0.198537814093343,-9842.43296511427
"15",0.000386988158734797,0.00195555937972901,0.997657452461536,0.0713274557600423,0.0788041239355974,0.162358046125353,-9842.43296511427
"16",0.0382544635540111,0.150798059892105,0.810947476553884,0.0600867812850703,0.0651483214077889,0.0950838269615172,-9842.43296511427
"17",0.973286545357427,0.0258160059840126,0.000897448658560085,0.713440975184616,0.529660658321462,0.527713276024434,-9842.43296511427
"18",0.175248143522299,0.813022403669276,0.0117294528084246,0.39787407656122,0.43674358783171,0.407101925987777,-9842.43296511427
"19",1.65213642767422e-05,0.000718144707069811,0.999265333928653,0.0731052179415092,0.0950637110862535,0.211318947779334,-9842.43296511427
"20",0.000474453442621583,0.00751784695163265,0.992007699605746,0.0847966975875473,0.102154291562458,0.189979915835726,-9842.43296511427
"21",0.00604545892076807,0.203056888303734,0.790897652775498,0.194743908405238,0.248342191451118,0.353708064231661,-9842.43296511427
"22",0.00840393104350646,0.151781700929823,0.839814368026671,0.0736795119595863,0.0896455083431257,0.13111985786538,-9842.43296511427
"23",0.559872079840907,0.00407645988114773,0.436051460277946,0.253540665123149,0.170674997087357,0.312404405395145,-9842.43296511427
"24",0.182952005809369,0.0068833406765083,0.810164653514123,0.794748504215072,0.605851002864361,1.11701044022764,-9842.43296511427
"25",0.142956570594961,0.113444689344178,0.74359874006086,0.386348878325736,0.371011724647361,0.549667913307403,-9842.43296511427
"26",0.00259838695295408,0.558925810129433,0.438475802917612,0.168938607350511,0.2479629025658,0.31281077303454,-9842.43296511427
"27",0.855127319694921,0.14212476352781,0.00274791677726951,0.796277526546393,0.679294453631973,0.647387132555641,-9842.43296511427
"28",0.197507886585827,0.644994659375635,0.157497454038537,0.455475559167735,0.486854591532454,0.562224881420954,-9842.43296511427
"29",0.928133437155383,0.0407426586717236,0.0311239041728934,1.02096001619364,0.787438821405423,0.991373731248388,-9842.43296511427
"30",0.0941213067074381,0.867179465408513,0.0386992278840494,0.678016043168541,0.783944780259569,0.795976277985279,-9842.43296511427
"31",0.435980776476694,0.558368586762871,0.00565063676043563,0.557706712464557,0.555335649932067,0.5039300533656,-9842.43296511427
"32",0.00831371545307359,0.381560372513981,0.610125912032945,0.142777439130723,0.186428925119886,0.248215024983238,-9842.43296511427
"33",0.0071907873527447,0.42887457860578,0.563934634041476,0.521664672279977,0.694803217568631,0.911471245465492,-9842.43296511427
"34",0.276751923268081,0.0161062352566312,0.707141841475288,0.466997226329518,0.367956339442745,0.629588236891271,-9842.43296511427
"35",0.00289547776991179,0.000423769800364197,0.996680752429724,0.211631401193015,0.178809817194105,0.413597225352621,-9842.43296511427
"36",0.0511912897849617,0.947062016907112,0.00174669330792643,0.795002766748313,0.96903940287677,0.772979657211693,-9842.43296511427
"37",0.985078898071695,0.0125509381065668,0.00237016382173777,1.22791999568773,0.862372503690895,0.97668242342692,-9842.43296511427
"38",0.659997171058199,0.0475574795100519,0.292445349431749,0.182160005264799,0.145868156510591,0.215066830720949,-9842.43296511427
"39",0.0361058665973025,0.383612332582549,0.580281800820149,0.724471488902251,0.846747352428044,1.12264603651564,-9842.43296511427
"40",0.259287416825784,0.739332769963733,0.0013798132104828,0.709205482537064,0.750317269887398,0.599047097549869,-9842.43296511427
"41",0.00120177441333839,0.942326555223369,0.0564716703632921,0.378041486576782,0.611977442632718,0.635398049953829,-9842.43296511427
"42",0.858416956024987,0.0585522103680876,0.083030833606925,0.330932850570397,0.263901969066122,0.348182916310083,-9842.43296511427
"43",0.343849490410146,0.639270490252603,0.016880019337252,1.04529397207201,1.07064513354383,1.04472399263325,-9842.43296511427
"44",0.658421815781755,0.304958845790568,0.0366193384276768,0.411006686144937,0.378920905585806,0.414683313026707,-9842.43296511427
"45",0.00382136769632483,0.995415727773889,0.000762904529785658,0.167925260008969,0.250074520426874,0.186644743323117,-9842.43296511427
"46",0.204073470402172,0.18808566074754,0.607840868850288,0.402061889344811,0.390501166363113,0.548375067794941,-9842.43296511427
"47",0.369856016816515,0.57572103398653,0.0544229491969544,0.778575393564347,0.78680372904733,0.845602759065497,-9842.43296511427
"48",0.00265040387782989,0.816360785010109,0.180988811112061,0.276747213148458,0.417396148527088,0.478500761633736,-9842.43296511427
"49",0.332272960074159,0.0555850866744655,0.612141953251375,0.294566217612382,0.251414560355315,0.387407048820108,-9842.43296511427
"50",0.00563191369609194,0.983996158476628,0.01037192782728,0.52333193767961,0.756128987603907,0.688256282214701,-9842.43296511427
"51",0.00176214394117014,0.890842286496658,0.107395569562172,0.442421580092237,0.692782951188924,0.758394463729057,-9842.43296511427
"52",0.234621368748938,0.745024856580943,0.0203537746701188,0.122740211187932,0.130918063525668,0.128078222459199,-9842.43296511427
"53",0.166179246160362,0.278275549811804,0.555545204027834,0.343059595347703,0.348607952208483,0.472010080965242,-9842.43296511427
"54",0.00667834791762966,0.922186732040781,0.0711349200415897,0.203133113063608,0.288310848166035,0.305122189021464,-9842.43296511427
"55",0.0122482184866027,0.519864344075825,0.467887437437572,0.192213765068349,0.249498061574303,0.318038757060796,-9842.43296511427
"56",0.0072533311783751,0.0227548106532687,0.969991858168356,0.0662429645715355,0.0705916892837723,0.120515593980825,-9842.43296511427
"57",0.310143079594761,6.43666303306507e-05,0.689792553774908,0.217720574581424,0.111947871183101,0.290454753592459,-9842.43296511427
"58",0.00985726412151517,0.00145266792476629,0.988690067953718,0.201601859113489,0.170424873543298,0.35887040900323,-9842.43296511427
"59",0.00066024330096914,0.161174369512399,0.838165387186632,0.100418726693714,0.14881033465846,0.21663752336393,-9842.43296511427
"60",0.00780615408989174,0.50660575063406,0.485588095276048,0.0868736818060545,0.116449126089985,0.149148876561494,-9842.43296511427
"61",0.0013419334127499,0.92962335562617,0.0690347109610802,0.173144151859803,0.277670324744074,0.293016793167482,-9842.43296511427
"62",0.475337614121978,0.494675024283989,0.0299873615940335,0.80127470925758,0.785426183325826,0.816194468003742,-9842.43296511427
"63",0.534956093188381,0.254236539859821,0.210807366951799,0.451026572015579,0.416628190290618,0.527795112698272,-9842.43296511427
"64",0.275867653284391,0.718896779999409,0.00523556671620009,0.518336146572306,0.54465809845657,0.482079664585598,-9842.43296511427
