"","t.1","t.2","t.3","tw.1","tw.2","tw.3","L"
"1",0.131896061249803,0.52346409143743,0.344639847312767,0.334027961750759,0.526783761198584,0.441336426328775,-9759.30836884938
"2",0.0397268328291983,0.835760002077874,0.124513165092928,0.473528550576951,0.838278892038939,0.633588431074935,-9759.30836884938
"3",0.00499435268836428,0.806151139704638,0.188854507606998,0.108165338112971,0.220522140133171,0.171985794721972,-9759.30836884938
"4",0.00895479814660008,0.113420792997212,0.877624408856188,0.320415133625737,0.547628312013825,0.544223947929048,-9759.30836884938
"5",0.0435087088076951,0.0774155433776108,0.879075747814694,0.730699224302724,1.09004868442788,1.11245087143078,-9759.30836884938
"6",0.000691170796865989,0.941433572646405,0.0578752565567294,0.201654318032863,0.476606886999036,0.338797492187186,-9759.30836884938
"7",0.0556086182158909,0.197318616976499,0.747072764807611,0.556716447402122,0.871192069115122,0.823939388713863,-9759.30836884938
"8",0.00114380930995753,0.998806994231682,4.91964583607908e-05,0.323570634379604,0.741551111578117,0.321593672391992,-9759.30836884938
"9",0.0068030150453428,0.787847569126428,0.205349415828229,0.0862616155552303,0.17186582630711,0.135033346796573,-9759.30836884938
"10",0.00110939097998378,0.969705698534987,0.0291849104850293,0.205280908739148,0.470489837545861,0.318299571906831,-9759.30836884938
"11",0.000632779615421132,0.00259360138799729,0.996773618996582,0.321204497513886,0.507696970071987,0.661341550068445,-9759.30836884938
"12",0.00127226207012687,0.977908313625422,0.0208194243044516,0.31181247021395,0.708314058335365,0.467835734883091,-9759.30836884938
"13",0.00050505656267844,0.904008452929864,0.0954864905074578,0.304057509637653,0.732369707507857,0.540504102004837,-9759.30836884938
"14",0.000243000124120088,0.221019654944371,0.778737344931509,0.109997311881313,0.252807566918927,0.237906897057922,-9759.30836884938
"15",0.000134158846369981,0.171012937957485,0.828852903196145,0.0629399975984339,0.148082002351021,0.142467463026796,-9759.30836884938
"16",0.000700606709976216,0.568095896448862,0.431203496841162,0.0534599169928093,0.121891102045796,0.103131310736049,-9759.30836884938
"17",0.836745660002483,0.147361058996972,0.0158932810005453,0.621206307315675,0.789477217540795,0.583493449017788,-9759.30836884938
"18",0.0123984177030935,0.932538316197654,0.0550632660992521,0.349348010626989,0.67552509356081,0.478859553574765,-9759.30836884938
"19",2.52443001248297e-05,0.312589039300833,0.687385716399042,0.0639844798588461,0.176265930663398,0.160545634404634,-9759.30836884938
"20",0.000174071808519819,0.958692031266894,0.0411338969245861,0.075263256655235,0.19597142372996,0.135878284524596,-9759.30836884938
"21",0.000354015312096554,0.796277753667798,0.203368231020105,0.174343641284648,0.426636469432569,0.334732144453801,-9759.30836884938
"22",0.000112092994843038,0.57657442703584,0.423313479969317,0.0682453022900127,0.176862535351629,0.149297593792793,-9759.30836884938
"23",0.0736882593225659,0.03485222186676,0.891459518810674,0.216258259084347,0.294311079211362,0.31774579012045,-9759.30836884938
"24",0.23667265928503,0.0293244427590497,0.73400289795592,0.662799587881111,0.822061197060697,0.88618781600507,-9759.30836884938
"25",0.0315359150883327,0.946225404293029,0.0222386806186382,0.33284047393978,0.603897309096064,0.401611734056662,-9759.30836884938
"26",3.9275591863005e-05,0.999296907015443,0.000663817392693577,0.145235699733379,0.420529968688283,0.218431725742058,-9759.30836884938
"27",0.654791359599383,0.284775224243549,0.0604334161570685,0.732129643903515,0.990597779329048,0.767295214573581,-9759.30836884938
"28",0.0121698538039616,0.529781604010708,0.458048542185331,0.398783346328076,0.742443858877759,0.633871199552225,-9759.30836884938
"29",0.593268502909124,0.0380381545455807,0.368693342545296,0.964693142612268,1.14310233968072,1.15386754897296,-9759.30836884938
"30",0.0212967616679931,0.637433281792978,0.341269956539029,0.611986944643455,1.1101844966117,0.916872344693121,-9759.30836884938
"31",0.0830896054627957,0.833017353784929,0.083893040752275,0.500200932776899,0.841165949154063,0.618751237824374,-9759.30836884938
"32",9.66130614429301e-05,0.998044402416407,0.00185898452215006,0.124932250068166,0.339802692032203,0.189573004980054,-9759.30836884938
"33",0.00212866950424778,0.99304142641454,0.00482990408121253,0.443420352605057,0.973015460218602,0.580170148666509,-9759.30836884938
"34",0.117080753694137,0.157616057478209,0.725303188827654,0.405140297056733,0.592814164978825,0.568291068881422,-9759.30836884938
"35",0.0457072076879938,0.82358743727849,0.130705355033516,0.181591833640588,0.318036570944896,0.241433703399462,-9759.30836884938
"36",0.0456200208783008,0.884394694706704,0.069985284414995,0.692635410174795,1.21923273207255,0.881992955732537,-9759.30836884938
"37",0.939858064113138,0.00923273786074681,0.0509091980261149,1.14319716771308,1.18949554803385,1.15467073312279,-9759.30836884938
"38",0.0251200273311102,0.28493062351673,0.689949349152159,0.156460954780453,0.265373906727557,0.243325932205852,-9759.30836884938
"39",0.0388141883521649,0.799742831154955,0.16144298049288,0.645750235481698,1.14151249487312,0.881133522430862,-9759.30836884938
"40",0.116437758541488,0.867126618858878,0.0164356225996343,0.656427383427763,1.08137590624745,0.708511843073415,-9759.30836884938
"41",8.6097386634055e-05,0.999316765753766,0.000597136859599518,0.33174248202949,0.909627083224244,0.46902420954874,-9759.30836884938
"42",0.0503707398195628,0.250394422953941,0.699234837226496,0.27918713163989,0.447220137800055,0.414135300489172,-9759.30836884938
"43",0.409978948795783,0.418221525190398,0.171799526013818,0.970961742437438,1.39369377065373,1.13007931247889,-9759.30836884938
"44",0.0656066346200879,0.80555860238316,0.128834762996752,0.368812893854288,0.628990513220878,0.477746177368637,-9759.30836884938
"45",3.06702245951255e-05,0.999906071889067,6.32578863382946e-05,0.141777441972654,0.417650692697615,0.184300170353172,-9759.30836884938
"46",0.0217100638827751,0.78240668581465,0.195883250302575,0.342337650691411,0.6290660730374,0.492874158984514,-9759.30836884938
"47",0.202711360733593,0.736036714994344,0.0612519242720624,0.679862861727067,1.06559893177816,0.77354756225369,-9759.30836884938
"48",8.4492720465372e-05,0.960008949795813,0.039906557483722,0.240001494950341,0.657106000040755,0.454610875391821,-9759.30836884938
"49",0.0156568707993792,0.183465789952068,0.800877339248552,0.255918700247083,0.435044351018027,0.415526171969362,-9759.30836884938
"50",0.00155131358635536,0.968283756858529,0.0301649295551152,0.452789659221681,1.01382495360949,0.687522477243499,-9759.30836884938
"51",0.000252024120760939,0.974277961554326,0.0254700143249128,0.398255832066131,1.01184811810755,0.677894713744429,-9759.30836884938
"52",0.00120993821207624,0.951895793925447,0.0468942678624765,0.106085978148308,0.241374108582073,0.168968721715844,-9759.30836884938
"53",0.011914962862518,0.934953923251696,0.0531311138857863,0.28781812288965,0.558182440659919,0.394629929787651,-9759.30836884938
"54",6.36951860781814e-05,0.909673173574552,0.0902631312393695,0.179321507852985,0.498824766870503,0.366552069563509,-9759.30836884938
"55",0.000183670694376506,0.979834282778061,0.019982046527562,0.173455717115591,0.450649163094881,0.296764161256824,-9759.30836884938
"56",0.00074120423866692,0.870050655890063,0.12920813987127,0.0595424669168075,0.139284591046337,0.105250841597004,-9759.30836884938
"57",0.259562319470513,0.00635572070361954,0.734081959825867,0.181992341048106,0.201734671692024,0.241780708153645,-9759.30836884938
"58",0.000242228303453435,0.00186054510309556,0.997897226593451,0.164116643911955,0.270946659609631,0.361190229300101,-9759.30836884938
"59",2.84962380797406e-05,0.948447863190579,0.0515236405713414,0.0887940349058556,0.261950896585087,0.184619662258911,-9759.30836884938
"60",4.10965264001504e-05,0.99922759530159,0.000731308172009851,0.075491172498747,0.217896560137123,0.113942460301254,-9759.30836884938
"61",1.01495432730801e-05,0.99995700551679,3.28449399370914e-05,0.149648316918576,0.476166787125761,0.200771289595085,-9759.30836884938
"62",0.147238663605136,0.667006269874057,0.185755066520808,0.694351439958006,1.10512156571615,0.872276997580675,-9759.30836884938
"63",0.0279596305103836,0.24956824212177,0.722472127367847,0.40052222350422,0.66814083004454,0.620257771520094,-9759.30836884938
"64",0.0636525238669499,0.905811493300099,0.0305359828329511,0.447101409067042,0.770342601155772,0.525270317589437,-9759.30836884938
"65",0.159092625378716,0.178870488260335,0.662036886360948,0.739207967199513,1.06821613620692,1.00869030244388,-9759.30836884938
"66",0.0164142522836281,0.495369172140066,0.488216575576305,0.60010429850031,1.08925187715956,0.938439771269486,-9759.30836884938
"67",0.0238542201236436,0.00901121488242879,0.967134564993928,0.384821343013496,0.515618876552491,0.61483832909754,-9759.30836884938
"68",0.0324727710328904,0.0324099131003218,0.935117315866788,0.176747063227623,0.25331452942666,0.275777335917441,-9759.30836884938
"69",1.87621558029222e-05,0.999059894911968,0.000921342932228598,0.360703938187577,1.09947099702182,0.584220178416564,-9759.30836884938
"70",0.741599369047094,0.0735678455005123,0.184832785452393,1.2061642708892,1.47311677558004,1.35418179856018,-9759.30836884938
