"","V1","V2","V3"
"1",0.521865260615532,8.22066761073003,0.00481575998731799
"2",2.36087556065192,0.445484887560008,0.00755668303399908
"3",1.22033402665962,0.0669333813321777,0.0268641897935919
"4",1.01154058257247,0.0618666057462331,0.0302569705678456
"5",11.4999849142272,0.16662519356099,0.011508164085939
"6",3.10975356284379,0.365283410690338,0.00805363812524829
"7",1.63775292737603,0.0752124294874398,0.0229680131949714
"8",6.50054908795684,0.24395486405544,0.00943784216144981
"9",1.09540881175007,1.06480675007064,0.00616081884693305
"10",0.0992068232450565,0.124589882356916,0.00222128690607013
"11",0.202762358662879,0.631653470825906,0.00322680139616564
"12",0.192080605264802,0.5425314502342,0.0031436621568602
"13",0.152578259581876,0.303500513340204,0.00280212558912795
"14",3.04477249728466,0.0939767740548735,0.0179121887103947
"15",0.147825120030275,0.0220727271802449,3.89722716287578
"16",0.152854299013479,0.02255304734244,6.72719232888375
"17",0.101688484195702,0.0172066425754032,0.165998929192737
"18",0.227738652313881,0.028868438573278,0.424537804946796
"19",0.210804681254805,0.027558639045518,0.662728447029525
"20",3.93731493443103,0.102383516486535,0.0165086555331456
"21",0.0418326750795929,0.00899782204137983,0.0121815183112637
