"","t.1","t.2","t.3","tw.1","tw.2","tw.3","L"
"1",1.00000780210347e-07,0.99999979999925,9.9999970000009e-08,0.58715157293939,8.22816055293129,0.00471850114610111,-907.059277216652
"2",0.999999799871969,1.00128061064839e-07,9.9999970000009e-08,2.60170281265849,0.446856628463602,0.00740410430656464,-907.059277216652
"3",0.99999980000006,9.99999700746891e-08,9.99999700108169e-08,1.36215807028132,0.0671465634199427,0.0263226616580519,-907.059277216652
"4",0.999999800000059,9.99999702543765e-08,9.99999703574129e-08,1.13177077130552,0.0620637378113103,0.029647227510874,-907.059277216652
"5",0.99999980000006,9.99999700000091e-08,9.9999970000009e-08,11.4999866713748,0.167151250882471,0.0112758783763447,-907.059277216652
"6",0.999999799999455,1.00000575146628e-07,9.9999970000009e-08,3.39856446425001,0.366416380231203,0.00789103215283505,-907.059277216652
"7",0.99999980000006,9.99999700102371e-08,9.99999700000729e-08,1.81950179778963,0.0754518062346289,0.0225048701013709,-907.059277216652
"8",0.99999980000006,9.99999700018595e-08,9.9999970000009e-08,6.84727258862809,0.244719789492077,0.00924731107952287,-907.059277216652
"9",0.983568800767606,0.0164310992324238,9.9999970000009e-08,1.22444371484419,1.06790128787942,0.0060364095309974,-907.059277216652
"10",0.781369329498141,0.218630570501889,9.99999700088684e-08,0.112157981316327,0.124984692294282,0.0021764159892361,-907.059277216652
"11",0.000102561092998392,0.999897338907032,9.9999970000009e-08,0.228960888362068,0.633565608942621,0.00316162425485044,-907.059277216652
"12",0.000316530957623849,0.999683369042406,9.99999700000091e-08,0.216925467895963,0.544187307231115,0.00308016386884562,-907.059277216652
"13",0.0176110527225319,0.982388847277498,9.99999700000296e-08,0.172391545786245,0.304447095437352,0.00274552429171523,-907.059277216652
"14",0.99999980000006,9.99999700001359e-08,9.9999970000009e-08,3.3299436095333,0.0942753788135403,0.0175508388981954,-907.059277216652
"15",9.99999700004003e-08,9.9999970000009e-08,0.99999980000006,0.167030265302072,0.0221433053030948,3.84481208651986,-907.059277216652
"16",9.999997000001e-08,9.9999970000009e-08,0.99999980000006,0.172702885192217,0.0226251582741567,6.67010813162668,-907.059277216652
"17",3.33657206290906e-05,9.99999709082449e-08,0.9999665342794,0.114960348982341,0.0172616846652447,0.162692495186847,-907.059277216652
"18",7.17302147740551e-06,9.99999700070959e-08,0.999992726978552,0.25709088041684,0.0289606913341646,0.416270824285973,-907.059277216652
"19",1.1730857802408e-07,9.99999700000336e-08,0.999999782691452,0.238020450408793,0.0276467162635488,0.650095456339042,-907.059277216652
"20",0.99999980000006,9.99999700000288e-08,9.9999970000009e-08,4.26392447918319,0.102708592559113,0.0161755798743249,-907.059277216652
"21",0.999926730487107,1.00427559638678e-07,7.31690853332229e-05,0.0473248986189853,0.00902662569154829,0.0119356554520581,-907.059277216652
