"","W.1","W.2","W.3","W.4","W.5","W.6","W.7","W.8","W.9","W.10","W.11","W.12","W.13","W.14","W.15","W.16","W.17","W.18","W.19","W.20","W.21","W.22","W.23","W.24","W.25","W.26","W.27","W.28","W.29","W.30","W.31","W.32","W.33","W.34","W.35","W.36","W.37","W.38","W.39","W.40","W.41","W.42","W.43","W.44","W.45","W.46","W.47","W.48","W.49","W.50","W_m.1","W_m.2","W_m.3","W_m.4","W_m.5","W_m.6","W_m.7","W_m.8","W_m.9","W_m.10","W_m.11","W_m.12","W_m.13","W_m.14","W_m.15","W_m.16","W_m.17","W_m.18","W_m.19","W_m.20","W_m.21","W_m.22","W_m.23","W_m.24","W_m.25","W_m.26","W_m.27","W_m.28","W_m.29","W_m.30","W_m.31","W_m.32","W_m.33","W_m.34","W_m.35","W_m.36","W_m.37","W_m.38","W_m.39","W_m.40","W_m.41","W_m.42","W_m.43","W_m.44","W_m.45","W_m.46","W_m.47","W_m.48","W_m.49","W_m.50","dety"
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188625128623372,0.0227151667731712,0.225581274085306,0.457494701366106,0.22556936453837,0.0226237793331101,0.000283379152189931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561703864918251,0.37471782218405,0.040055529784387,0.000504499203029648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192938218882053,0.0227371774798183,0.22556936453837,0.457677874597444,0.214369910930924,0.0329956686032854,0.00112161605792714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561823177444111,0.354821648915079,0.0583931476623639,0.00199638623495328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018661652298708,0.0226237793331101,0.214369910930924,0.311721028736827,0.149330241256124,0.0175207616746988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429206326169188,0.29960154940419,0.0391709059113776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000283379152189931,0.0329956686032854,0.149330241256124,0.211272111479125,0.0835683175330587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343658273376866,0.208684276533012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112161605792714,0.0175207616746988,0.0835683175330587,0.136341141267539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302082221534991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13634114126754,0.0835683175330588,0.0175207616746988,0.00112161605792714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369244013177654,0.226322742009771,0.0474503608708994,0.00303760120109922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835683175330588,0.211272111479125,0.149330241256124,0.0329956686032854,0.000283379152189932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400062655003318,0.346423600756535,0.0807578262211266,0.000708336928343341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175207616746988,0.149330241256124,0.311721028736828,0.214369910930925,0.0226237793331101,0.000186616522987078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435270238850448,0.427893621215279,0.0514126459988307,0.000428737152992434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112161605792714,0.0329956686032854,0.214369910930925,0.457677874597445,0.22556936453837,0.0227371774798183,0.000192938218882054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517739191102723,0.393080185955496,0.0435619400162427,0.000372655232977668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000283379152189932,0.0226237793331101,0.22556936453837,0.457494701366106,0.225581274085305,0.0227151667731712,0.00018862512862337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548031848404355,0.380335370468971,0.0411813354472115,0.000344186435829541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186616522987078,0.0227371774798183,0.225581274085305,0.457598636682969,0.225554551472101,0.0227344950784218,0.000195262703452706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55771481620957,0.376313472967892,0.0405289372738243,0.000350112096321524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192938218882054,0.0227151667731712,0.225554551472101,0.457668393787995,0.225483081700544,0.0227344950784217,0.00018862512862337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560678626835106,0.374933718606126,0.0403131885142722,0.000336422898244067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018862512862337,0.0227344950784218,0.225483081700544,0.457668393787995,0.225554551472101,0.0227151667731712,0.000192938218882055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561649701521624,0.374656280511319,0.040219073247453,0.000343520558026374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195262703452706,0.0227344950784217,0.225554551472101,0.457598636682969,0.225581274085305,0.0227371774798183,0.000186616522987078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561788245168698,0.374695243674731,0.0402437671839857,0.000332183032649676,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018862512862337,0.0227151667731712,0.225581274085305,0.457494701366106,0.22556936453837,0.0227182390505067,0.000188919434793288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561676498262469,0.374728871440403,0.0402255955483925,0.000336349189217825,0,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192938218882055,0.0227371774798183,0.22556936453837,0.457677874597445,0.225555403141674,0.0227448564408084,0.000186936009654522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561815333275013,0.374621927093529,0.0402602338331887,0.000332735684810894,0,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186616522987078,0.0227182390505067,0.225555403141674,0.45744933231536,0.225622865912278,0.0227001303545472,0.000186936009654524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561684551303755,0.374813530465346,0.0401924536088618,0.000332813158596968,0,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188919434793288,0.0227448564408084,0.225622865912278,0.457555455833584,0.225622865912278,0.0227448564408084,0.000188919434793288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561648710186899,0.374869185385537,0.0402744868021189,0.000336365830396765,0,0,0,0,0,0,0,0,0,3.91936694264397e-30
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186936009654522,0.0227001303545472,0.225622865912278,0.45744933231536,0.225555403141674,0.0227182390505067,0.000186616522987077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561521933786746,0.374774963972873,0.0402337727278421,0.000332340576134911,0,0,0,0,0,0,0,0,3.91936694264397e-30
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186936009654524,0.0227448564408084,0.225555403141674,0.457677874597445,0.22556936453837,0.0227371774798183,0.000192938218882055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561782391967569,0.374659672253939,0.0402515722736927,0.000343439420032931,0,0,0,0,0,0,0,3.91936694264397e-30
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188919434793288,0.0227182390505067,0.22556936453837,0.457494701366106,0.225581274085305,0.0227151667731713,0.00018862512862337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5616991737067,0.374733080886173,0.0402110149523142,0.000335811654089888,0,0,0,0,0,0,3.91936694264397e-30
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186616522987077,0.0227371774798183,0.225581274085305,0.457598636682968,0.225554551472101,0.0227344950784217,0.000195262703452705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561741448757133,0.374678298072001,0.0402474401572278,0.000347602449284682,0,0,0,0,0,3.91936694264397e-30
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192938218882055,0.0227151667731713,0.225554551472101,0.457668393787995,0.225483081700544,0.0227344950784218,0.000188625128623372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561842970115079,0.374463590690015,0.0402323374797913,0.000335725707460106,0,0,0,0,3.91936694264397e-30
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018862512862337,0.0227344950784217,0.225483081700544,0.457668393787995,0.225554551472101,0.0227151667731712,0.000192938218882053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561983490706675,0.374521706223299,0.0401959311844968,0.000343316524546726,0,0,0,3.91936694264397e-30
